Date,Open,High,Low,Close,Adj Close,Volume
2023-05-26,0.453743,0.469571,0.453007,0.469140,0.469140,947890355
2023-05-27,0.469117,0.477721,0.466716,0.472245,0.472245,634937525
2023-05-28,0.472240,0.485815,0.470784,0.482889,0.482889,570647795
2023-05-29,0.482875,0.494352,0.477904,0.494151,0.494151,1039953786
2023-05-30,0.494232,0.525426,0.490547,0.521938,0.521938,2119990185
2023-05-31,0.521895,0.527198,0.502456,0.517386,0.517386,1585723566
2023-06-01,0.517388,0.517389,0.503199,0.507317,0.507317,1095700204
2023-06-02,0.507304,0.526328,0.504969,0.525387,0.525387,1070731055
2023-06-03,0.525356,0.529913,0.517046,0.519351,0.519351,684948363
2023-06-04,0.519366,0.544711,0.516614,0.535911,0.535911,943439712
2023-06-05,0.536006,0.541433,0.493546,0.510394,0.510394,2077075618
2023-06-06,0.510383,0.531809,0.498234,0.530464,0.530464,1595950808
2023-06-07,0.530428,0.537123,0.508934,0.519628,0.519628,1649651366
2023-06-08,0.519612,0.527333,0.516962,0.524546,0.524546,954016646
2023-06-09,0.524542,0.539884,0.521673,0.537917,0.537917,1233816475
2023-06-10,0.537972,0.538030,0.482365,0.508199,0.508199,2110109968
2023-06-11,0.508190,0.528397,0.504347,0.521221,0.521221,828115958
2023-06-12,0.521163,0.527524,0.511090,0.525721,0.525721,1199140307
2023-06-13,0.525678,0.561377,0.508765,0.520086,0.520086,2617707336
2023-06-14,0.520086,0.520210,0.467480,0.480220,0.480220,1757437649
2023-06-15,0.480227,0.484502,0.469558,0.480118,0.480118,1180880587
2023-06-16,0.480107,0.482349,0.459285,0.475743,0.475743,1166129294
2023-06-17,0.475764,0.485229,0.470574,0.479790,0.479790,635717535
2023-06-18,0.479787,0.496697,0.476571,0.487573,0.487573,743984056
2023-06-19,0.487572,0.497280,0.483711,0.493395,0.493395,870856054
2023-06-20,0.493424,0.495558,0.473783,0.492870,0.492870,1073485912
2023-06-21,0.492861,0.502522,0.490334,0.500695,0.500695,1305891782
2023-06-22,0.500641,0.523157,0.491313,0.494975,0.494975,1518125316
2023-06-23,0.494963,0.501890,0.486148,0.496566,0.496566,1108503309
2023-06-24,0.496576,0.496576,0.482828,0.487313,0.487313,693890997
2023-06-25,0.487316,0.495643,0.484208,0.490277,0.490277,681228509
2023-06-26,0.490279,0.491253,0.474574,0.479332,0.479332,953227780
2023-06-27,0.479357,0.484997,0.477232,0.483840,0.483840,847044879
2023-06-28,0.483839,0.483910,0.456541,0.465222,0.465222,989599376
2023-06-29,0.465171,0.476723,0.462396,0.474722,0.474722,718808031
2023-06-30,0.474699,0.482270,0.456510,0.474037,0.474037,1261905827
2023-07-01,0.474020,0.475455,0.465604,0.473522,0.473522,737421634
2023-07-02,0.473516,0.494530,0.471327,0.484493,0.484493,1154671474
2023-07-03,0.484498,0.490911,0.479713,0.489547,0.489547,1059955641
2023-07-04,0.489510,0.492622,0.483337,0.487842,0.487842,841667226
2023-07-05,0.487810,0.491600,0.471154,0.478272,0.478272,950150566
2023-07-06,0.478229,0.483781,0.463296,0.463739,0.463739,950187883
2023-07-07,0.463715,0.470485,0.460630,0.468765,0.468765,682747263
2023-07-08,0.468757,0.473962,0.466045,0.470644,0.470644,409435365
2023-07-09,0.470644,0.471789,0.468117,0.468550,0.468550,324938269
2023-07-10,0.468554,0.479986,0.464606,0.477664,0.477664,885726455
2023-07-11,0.477685,0.478288,0.471808,0.475719,0.475719,645625637
2023-07-12,0.475691,0.477021,0.467858,0.471105,0.471105,715809444
2023-07-13,0.471101,0.887511,0.470103,0.815365,0.815365,10397344596
2023-07-14,0.816197,0.821412,0.680763,0.719157,0.719157,7060210982
2023-07-15,0.719216,0.731021,0.696901,0.713279,0.713279,3369947488
2023-07-16,0.713353,0.787332,0.709725,0.746860,0.746860,3937651423
2023-07-17,0.746966,0.760302,0.718425,0.739205,0.739205,2506419441
2023-07-18,0.739097,0.780989,0.736093,0.779540,0.779540,2626009775
2023-07-19,0.779587,0.841841,0.774335,0.820694,0.820694,3954595150
2023-07-20,0.820645,0.846799,0.773945,0.794058,0.794058,2843382854
2023-07-21,0.794030,0.797999,0.764142,0.772502,0.772502,1860721533
2023-07-22,0.772447,0.778912,0.730680,0.733287,0.733287,1637792182
2023-07-23,0.733307,0.750559,0.719309,0.738683,0.738683,1541388766
2023-07-24,0.738647,0.741507,0.687578,0.702765,0.702765,2266820366
2023-07-25,0.702817,0.714099,0.679149,0.709600,0.709600,1813094168
2023-07-26,0.709620,0.729527,0.696076,0.715799,0.715799,1676809706
2023-07-27,0.715801,0.727075,0.709105,0.713646,0.713646,1480051564
2023-07-28,0.713633,0.717543,0.704510,0.712568,0.712568,1055913805
2023-07-29,0.712543,0.714611,0.706867,0.712739,0.712739,725769153
2023-07-30,0.712723,0.729810,0.693537,0.705136,0.705136,1323282055
2023-07-31,0.705110,0.717364,0.692154,0.698521,0.698521,1488758727
2023-08-01,0.698503,0.707211,0.683532,0.707211,0.707211,1438067858
2023-08-02,0.707087,0.707087,0.680232,0.685195,0.685195,1132335650
2023-08-03,0.685180,0.686761,0.658851,0.664135,0.664135,1414576525
2023-08-04,0.664088,0.666442,0.630304,0.635539,0.635539,1342066974
2023-08-05,0.635532,0.635532,0.612637,0.628423,0.628423,1142144189
2023-08-06,0.628429,0.636435,0.621634,0.623087,0.623087,849060664
2023-08-07,0.623093,0.627778,0.604978,0.621931,0.621931,1417493753
2023-08-08,0.621928,0.644886,0.615318,0.642406,0.642406,1296031585
2023-08-09,0.642375,0.662344,0.634653,0.643365,0.643365,1659437400
2023-08-10,0.643346,0.643440,0.625276,0.632986,0.632986,1159039975
2023-08-11,0.632991,0.639148,0.627333,0.631675,0.631675,885715586
2023-08-12,0.631657,0.632152,0.625542,0.627205,0.627205,519563800
2023-08-13,0.627192,0.637041,0.624903,0.626102,0.626102,635297148
2023-08-14,0.626098,0.635451,0.624724,0.634282,0.634282,939329129
2023-08-15,0.634238,0.634238,0.593503,0.609599,0.609599,1230727429
2023-08-16,0.609588,0.614315,0.579052,0.588328,0.588328,1688583741
2023-08-17,0.588344,0.593471,0.468106,0.507142,0.507142,2425926882
2023-08-18,0.507245,0.517061,0.487595,0.506100,0.506100,2169285316
2023-08-19,0.506128,0.523208,0.501976,0.519629,0.519629,1038954380
2023-08-20,0.519639,0.552959,0.517329,0.539547,0.539547,1471670949
2023-08-21,0.539548,0.539782,0.510049,0.524538,0.524538,1445315789
2023-08-22,0.524536,0.524818,0.506343,0.520930,0.520930,1227160129
2023-08-23,0.520919,0.534771,0.516436,0.529902,0.529902,1007927236
2023-08-24,0.529913,0.531384,0.513305,0.518413,0.518413,881617931
2023-08-25,0.518458,0.529774,0.508743,0.526246,0.526246,1067427241
2023-08-26,0.526218,0.526865,0.519306,0.523470,0.523470,541153725
2023-08-27,0.523484,0.529602,0.521516,0.523844,0.523844,584757090
2023-08-28,0.523840,0.524353,0.512673,0.523248,0.523248,842593344
2023-08-29,0.523252,0.546576,0.513771,0.540065,0.540065,1468584828
2023-08-30,0.540045,0.540165,0.523152,0.528194,0.528194,967541032
2023-08-31,0.528195,0.528462,0.505080,0.510799,0.510799,1074749312
2023-09-01,0.510788,0.511623,0.488601,0.498075,0.498075,1097204087
2023-09-02,0.498060,0.502110,0.495362,0.499091,0.499091,661651382
2023-09-03,0.499108,0.509186,0.497839,0.505049,0.505049,622598422
2023-09-04,0.505049,0.512068,0.498993,0.508375,0.508375,843268290
2023-09-05,0.508397,0.508397,0.500123,0.505411,0.505411,750823613
2023-09-06,0.505431,0.505455,0.493811,0.503243,0.503243,773743079
2023-09-07,0.503237,0.506091,0.497338,0.504857,0.504857,699614463
2023-09-08,0.504865,0.506718,0.497029,0.504850,0.504850,709453301
2023-09-09,0.504859,0.504859,0.502028,0.503855,0.503855,359744792
2023-09-10,0.503858,0.503883,0.495419,0.497814,0.497814,506251985
2023-09-11,0.497786,0.498015,0.467079,0.474374,0.474374,1280910602
2023-09-12,0.474389,0.484830,0.470752,0.480738,0.480738,1026076357
2023-09-13,0.480757,0.486787,0.474934,0.483775,0.483775,899389429
2023-09-14,0.483767,0.493115,0.480651,0.489457,0.489457,783751989
2023-09-15,0.489468,0.505074,0.488977,0.500875,0.500875,951792585
2023-09-16,0.500849,0.503168,0.498845,0.499880,0.499880,517370943
2023-09-17,0.499907,0.500372,0.492022,0.493041,0.493041,500486648
2023-09-18,0.493029,0.506632,0.489547,0.503203,0.503203,955363038
2023-09-19,0.503187,0.515975,0.501837,0.514151,0.514151,981191150
2023-09-20,0.514133,0.524266,0.510391,0.521355,0.521355,1081193591
2023-09-21,0.521358,0.521358,0.502023,0.507179,0.507179,1120291947
2023-09-22,0.507194,0.516181,0.505609,0.512510,0.512510,712954688
2023-09-23,0.512498,0.513519,0.506886,0.508034,0.508034,382427235
2023-09-24,0.508016,0.511317,0.501433,0.502388,0.502388,404611925
2023-09-25,0.502387,0.506469,0.492583,0.505461,0.505461,852958013
2023-09-26,0.505455,0.506655,0.498804,0.501708,0.501708,782380755
2023-09-27,0.501704,0.506476,0.497374,0.499597,0.499597,748882159
2023-09-28,0.499590,0.509525,0.495606,0.509525,0.509525,786510398
2023-09-29,0.509537,0.545457,0.506817,0.521719,0.521719,1721538761
2023-09-30,0.521689,0.521689,0.515207,0.515405,0.515405,544604664
2023-10-01,0.515368,0.525220,0.514943,0.524204,0.524204,549430554
2023-10-02,0.524204,0.525543,0.510990,0.512832,0.512832,946645872
2023-10-03,0.512812,0.544901,0.507465,0.538387,0.538387,1206543606
2023-10-04,0.538404,0.541013,0.523262,0.532931,0.532931,1467518350
2023-10-05,0.532957,0.532957,0.518828,0.523366,0.523366,823945282
2023-10-06,0.523354,0.529079,0.518494,0.526193,0.526193,684500790
2023-10-07,0.526190,0.526190,0.520833,0.521906,0.521906,321512118
2023-10-08,0.521879,0.523540,0.517264,0.517961,0.517961,356449311
2023-10-09,0.517973,0.519767,0.495291,0.503227,0.503227,989847649
2023-10-10,0.503256,0.503256,0.493297,0.497436,0.497436,670612869
2023-10-11,0.497379,0.497791,0.480860,0.488838,0.488838,794253917
2023-10-12,0.488798,0.488857,0.475637,0.483050,0.483050,812745907
2023-10-13,0.483049,0.489789,0.479341,0.485699,0.485699,696915013
2023-10-14,0.485690,0.487980,0.483974,0.486775,0.486775,357321203
2023-10-15,0.486773,0.489992,0.485665,0.487846,0.487846,385469444
2023-10-16,0.487838,0.505458,0.486157,0.497977,0.497977,1082594336
2023-10-17,0.497982,0.498138,0.488605,0.491694,0.491694,773438395
2023-10-18,0.491704,0.492205,0.487422,0.488319,0.488319,734621817
2023-10-19,0.488312,0.522496,0.478668,0.520127,0.520127,1385006018
2023-10-20,0.520078,0.529103,0.510005,0.516004,0.516004,1369774008
2023-10-21,0.515990,0.529482,0.512329,0.521243,0.521243,656496071
2023-10-22,0.521198,0.523849,0.516001,0.522487,0.522487,556378450
2023-10-23,0.523598,0.550538,0.521826,0.546870,0.546870,1699115599
2023-10-24,0.546893,0.582973,0.537455,0.558532,0.558532,2705905445
2023-10-25,0.558620,0.562377,0.542238,0.555306,0.555306,1396455738
2023-10-26,0.555353,0.566775,0.544552,0.553683,0.553683,1401251370
2023-10-27,0.553685,0.557566,0.539478,0.546107,0.546107,1048891335
2023-10-28,0.545715,0.550047,0.541652,0.545391,0.545391,566792583
2023-10-29,0.545372,0.560906,0.542186,0.556394,0.556394,655356620
2023-10-30,0.556390,0.583205,0.550598,0.578944,0.578944,1527609944
2023-10-31,0.578928,0.612737,0.566493,0.600282,0.600282,2218043567
2023-11-01,0.600295,0.615906,0.582262,0.609538,0.609538,1779920317
2023-11-02,0.609544,0.624106,0.593230,0.606439,0.606439,1826715430
2023-11-03,0.606386,0.615238,0.593919,0.613002,0.613002,1403532406
2023-11-04,0.613040,0.618021,0.610138,0.616184,0.616184,811373229
2023-11-05,0.616180,0.661147,0.615291,0.661147,0.661147,1923304412
2023-11-06,0.661127,0.729872,0.660661,0.715517,0.715517,3293503683
2023-11-07,0.715505,0.715505,0.657659,0.686402,0.686402,2813667010
2023-11-08,0.686320,0.696896,0.674029,0.688076,0.688076,1770450557
2023-11-09,0.688031,0.704313,0.646319,0.667475,0.667475,3292007279
2023-11-10,0.667603,0.670539,0.643111,0.660575,0.660575,2009821437
2023-11-11,0.660560,0.680741,0.644316,0.662735,0.662735,1754960201
2023-11-12,0.662748,0.670453,0.650388,0.661536,0.661536,988542527
2023-11-13,0.661598,0.740569,0.645188,0.671524,0.671524,3089036403
2023-11-14,0.671494,0.671494,0.607617,0.629673,0.629673,2298949026
2023-11-15,0.629726,0.650154,0.626564,0.649648,0.649648,1441133011
2023-11-16,0.649609,0.652059,0.607417,0.612168,0.612168,1756409884
2023-11-17,0.612199,0.623840,0.589987,0.613717,0.613717,1462505199
2023-11-18,0.613738,0.614488,0.593317,0.611189,0.611189,836754904
2023-11-19,0.611187,0.628720,0.603043,0.627499,0.627499,960738459
2023-11-20,0.627420,0.627888,0.612231,0.612842,0.612842,1151372006
2023-11-21,0.612834,0.617820,0.579289,0.580462,0.580462,1664786743
2023-11-22,0.580443,0.615112,0.579437,0.611899,0.611899,1332443782
2023-11-23,0.611860,0.622757,0.607326,0.620242,0.620242,1233580691
2023-11-24,0.620250,0.625278,0.617526,0.621881,0.621881,1220784875
2023-11-25,0.621858,0.623475,0.616927,0.623444,0.623444,604505841
2023-11-26,0.623452,0.635594,0.612424,0.616819,0.616819,1126158902
2023-11-27,0.616747,0.616956,0.596738,0.604153,0.604153,1209304147
2023-11-28,0.604140,0.613966,0.597534,0.611422,0.611422,1079777511
2023-11-29,0.611410,0.616510,0.605113,0.609358,0.609358,1007163957
2023-11-30,0.609355,0.609632,0.599816,0.606358,0.606358,980182657
2023-12-01,0.606350,0.613993,0.604386,0.612915,0.612915,919121548
2023-12-02,0.612914,0.622459,0.611746,0.620976,0.620976,667809511
2023-12-03,0.620998,0.632913,0.618100,0.623723,0.623723,993447972
2023-12-04,0.623676,0.641088,0.608000,0.624374,0.624374,1947607222
2023-12-05,0.624396,0.628373,0.609370,0.621997,0.621997,1452525777
2023-12-06,0.621962,0.642164,0.615684,0.640333,0.640333,2038373923
2023-12-07,0.640487,0.653058,0.626130,0.643632,0.643632,1839789008
2023-12-08,0.643668,0.674207,0.640040,0.673138,0.673138,1892803940
2023-12-09,0.673131,0.698838,0.657844,0.658814,0.658814,2229504514
2023-12-10,0.658858,0.670315,0.649806,0.661578,0.661578,1170952363
2023-12-11,0.661633,0.662751,0.605097,0.620211,0.620211,2252797875
2023-12-12,0.619962,0.625721,0.608254,0.619549,0.619549,1458882180
2023-12-13,0.619508,0.633426,0.598793,0.628486,0.628486,1557123843
2023-12-14,0.628413,0.637506,0.617451,0.632432,0.632432,1428433767
2023-12-15,0.632436,0.641949,0.615082,0.615492,0.615492,1392239590
2023-12-16,0.615517,0.625211,0.612011,0.619835,0.619835,770529288
2023-12-17,0.619827,0.621892,0.609635,0.610418,0.610418,832504145
2023-12-18,0.610362,0.613666,0.583383,0.612530,0.612530,1674969771
2023-12-19,0.612508,0.615832,0.598158,0.605456,0.605456,1137147807
2023-12-20,0.605408,0.625357,0.602385,0.617319,0.617319,1344408213
2023-12-21,0.617333,0.624502,0.611621,0.623910,0.623910,1149787445
2023-12-22,0.623909,0.627673,0.616836,0.625402,0.625402,1374123624
2023-12-23,0.625373,0.625373,0.613000,0.620205,0.620205,774484009
2023-12-24,0.620213,0.628413,0.608560,0.613518,0.613518,1178583398
2023-12-25,0.613503,0.646985,0.610258,0.646337,0.646337,1781837085
2023-12-26,0.646349,0.646482,0.608387,0.622369,0.622369,1622454757
2023-12-27,0.622397,0.641538,0.614219,0.634856,0.634856,1432931897
2023-12-28,0.634948,0.655769,0.627557,0.634998,0.634998,1864381371
2023-12-29,0.635011,0.636595,0.615190,0.623402,0.623402,1324305215
2023-12-30,0.623411,0.629479,0.617195,0.621844,0.621844,718565033
2023-12-31,0.621792,0.627576,0.611208,0.614941,0.614941,710033547
2024-01-01,0.615656,0.631275,0.609636,0.630082,0.630082,729315153
2024-01-02,0.630094,0.638627,0.623182,0.625363,0.625363,1326197378
2024-01-03,0.625381,0.637770,0.538766,0.582580,0.582580,3406740412
2024-01-04,0.582577,0.593941,0.572955,0.588226,0.588226,1452005657
2024-01-05,0.588197,0.589413,0.558444,0.576486,0.576486,1509144162
2024-01-06,0.576512,0.576512,0.559386,0.568512,0.568512,820534691
2024-01-07,0.568521,0.572776,0.548477,0.551741,0.551741,901525412
2024-01-08,0.551716,0.581595,0.550675,0.577923,0.577923,2011066819
2024-01-09,0.577964,0.578510,0.557197,0.566633,0.566633,1740178857
2024-01-10,0.566672,0.612517,0.552117,0.599989,0.599989,2223452643
2024-01-11,0.600170,0.622340,0.587844,0.602095,0.602095,2112917472
2024-01-12,0.602096,0.603206,0.561413,0.570299,0.570299,1716194372
2024-01-13,0.570171,0.577452,0.565227,0.575078,0.575078,718059698
2024-01-14,0.575071,0.592092,0.572338,0.576233,0.576233,841667731
2024-01-15,0.576155,0.588460,0.569582,0.575920,0.575920,993534380
2024-01-16,0.575867,0.579641,0.567648,0.575947,0.575947,924543394
2024-01-17,0.575903,0.576063,0.563292,0.567973,0.567973,901923640
2024-01-18,0.567981,0.568357,0.546129,0.551907,0.551907,1057710374
2024-01-19,0.551870,0.552995,0.523937,0.544256,0.544256,1330077736
2024-01-20,0.544244,0.554386,0.539338,0.553126,0.553126,725888847
2024-01-21,0.553145,0.554770,0.546111,0.546111,0.546111,494271879
2024-01-22,0.546216,0.548638,0.521917,0.526716,0.526716,1151736625
2024-01-23,0.526726,0.531025,0.497545,0.517737,0.517737,1414753278
2024-01-24,0.517753,0.518867,0.511177,0.517988,0.517988,880367820
2024-01-25,0.517982,0.517982,0.504370,0.513606,0.513606,825132968
2024-01-26,0.513582,0.535225,0.508955,0.532189,0.532189,1021918092
2024-01-27,0.532190,0.534319,0.527080,0.530260,0.530260,471931644
2024-01-28,0.530275,0.535054,0.521830,0.524094,0.524094,523517403
2024-01-29,0.524088,0.539577,0.520635,0.535090,0.535090,901992026
2024-01-30,0.535133,0.538704,0.508638,0.510698,0.510698,1673319214
2024-01-31,0.510681,0.513754,0.494542,0.503193,0.503193,1339066820
2024-02-01,0.503176,0.510099,0.490347,0.505859,0.505859,1004296109
2024-02-02,0.505860,0.513274,0.499173,0.510412,0.510412,927836205
2024-02-03,0.510398,0.525740,0.506031,0.518939,0.518939,861729960
2024-02-04,0.518884,0.518971,0.502103,0.503288,0.503288,538479551
2024-02-05,0.503244,0.512890,0.498233,0.506244,0.506244,831962506
2024-02-06,0.506237,0.510443,0.498910,0.505153,0.505153,767495086
2024-02-07,0.505142,0.514524,0.499443,0.513789,0.513789,895523747
2024-02-08,0.513780,0.518480,0.510284,0.514529,0.514529,902244431
2024-02-09,0.514516,0.528078,0.514202,0.526031,0.526031,1032596975
2024-02-10,0.526032,0.528188,0.519450,0.524112,0.524112,578419105
2024-02-11,0.524093,0.535335,0.522091,0.526084,0.526084,715511550
2024-02-12,0.526102,0.536981,0.514893,0.531897,0.531897,1028191903
2024-02-13,0.531887,0.533538,0.516313,0.524835,0.524835,1023754839
2024-02-14,0.524818,0.541882,0.520974,0.538401,0.538401,1156449389
2024-02-15,0.538396,0.573848,0.538396,0.562755,0.562755,1877470522
2024-02-16,0.562781,0.578460,0.555235,0.564960,0.564960,1505352932
2024-02-17,0.564960,0.565612,0.541114,0.549886,0.549886,911234746
2024-02-18,0.549885,0.562196,0.547986,0.556903,0.556903,689299497
2024-02-19,0.556921,0.567300,0.555083,0.562597,0.562597,1108245167
2024-02-20,0.562590,0.574464,0.546572,0.562922,0.562922,1777533547
2024-02-21,0.562879,0.562879,0.534423,0.549004,0.549004,1336498049
2024-02-22,0.549002,0.550962,0.537800,0.540914,0.540914,1169167859
2024-02-23,0.540873,0.543294,0.526710,0.534534,0.534534,1098846027
2024-02-24,0.534536,0.547707,0.531911,0.545118,0.545118,706533507
2024-02-25,0.545114,0.548400,0.542346,0.542425,0.542425,702442509
2024-02-26,0.542436,0.552444,0.529233,0.551405,0.551405,1154518101
2024-02-27,0.551405,0.596065,0.548170,0.586258,0.586258,2360919082
2024-02-28,0.586252,0.605205,0.543688,0.575811,0.575811,3080912384
2024-02-29,0.575784,0.624383,0.569154,0.586325,0.586325,3647028817
2024-03-01,0.586243,0.603188,0.584006,0.601890,0.601890,1739419651
2024-03-02,0.601917,0.649514,0.600777,0.644851,0.644851,2956033334
2024-03-03,0.644846,0.644846,0.602470,0.627072,0.627072,2060336711
2024-03-04,0.627168,0.664181,0.621605,0.650133,0.650133,3629204334
2024-03-05,0.649815,0.668510,0.550235,0.592901,0.592901,5014326043
2024-03-06,0.592880,0.622897,0.576444,0.612253,0.612253,2755184860
2024-03-07,0.612266,0.639719,0.608370,0.628624,0.628624,2529220366
2024-03-08,0.628608,0.634283,0.604844,0.621955,0.621955,2164877115
2024-03-09,0.621954,0.633323,0.618734,0.621805,0.621805,1571098762
2024-03-10,0.621805,0.628317,0.598536,0.608432,0.608432,1510773123
2024-03-11,0.608416,0.742126,0.593283,0.718036,0.718036,6790039283
2024-03-12,0.718036,0.730549,0.665949,0.688209,0.688209,4163275980
2024-03-13,0.688212,0.702093,0.672702,0.690950,0.690950,2398788495
2024-03-14,0.690955,0.704807,0.643818,0.669967,0.669967,3428582152
2024-03-15,0.669961,0.674156,0.602588,0.633737,0.633737,3656774483
2024-03-16,0.633732,0.643149,0.594735,0.603060,0.603060,2237388470
2024-03-17,0.603060,0.624360,0.589598,0.619232,0.619232,1826991062
2024-03-18,0.619232,0.664227,0.595758,0.647565,0.647565,2767146303
2024-03-19,0.647566,0.647566,0.572941,0.584441,0.584441,3571952543
2024-03-20,0.584441,0.618566,0.570874,0.612162,0.612162,2741181693
2024-03-21,0.612168,0.653521,0.599408,0.640691,0.640691,2809003717
2024-03-22,0.640695,0.644345,0.600405,0.610949,0.610949,2053036282
2024-03-23,0.610948,0.632407,0.605780,0.617596,0.617596,1160450696
2024-03-24,0.617608,0.635601,0.614912,0.632950,0.632950,1230486578
2024-03-25,0.632953,0.659296,0.627339,0.641034,0.641034,2044948880
2024-03-26,0.641034,0.652814,0.627026,0.632253,0.632253,1799059517
2024-03-27,0.632253,0.634468,0.614809,0.619819,0.619819,2006780416
